Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-MIBGN091-TR02,CRE 27 JD Covarrubias,Pto. de Calidad Pecosa Alta Presión T.R.,13/05/17 09:00:00,84.1462,0.0248,11.4386,11.4634,4.0934,244.7773,0,34.7948,43.9954,0,
S-MIBGN091-TR02,CRE 27 JD Covarrubias,Pto. de Calidad Pecosa Alta Presión T.R.,14/05/17 09:00:00,84.3232,0.0155,10.4526,10.4681,4.8604,240.8709,0,35.4224,44.7841,0,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",1/5/2017 9:00,90.5005,0.0733,0.6566,0.7299,7.3,235.1537,197.2514,40.4274,51.8321,1.1052,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",2/5/2017 9:00,91.1968,0.1393,0.6156,0.7549,6.8231,234.6298,189.0277,40.1494,51.6515,0.9212,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",3/5/2017 9:00,94.7498,0.1109,0.6655,0.7764,3.0685,,180.2876,39.1529,51.0784,1.2028,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",4/5/2017 9:00,89.7952,0.0082,0.7088,0.717,7.8989,226.3356,157.1572,40.6655,51.9795,1.375,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",5/5/2017 9:00,89.6715,0.0051,0.6994,0.7045,8.0852,222.3104,138.6307,40.6989,52.0098,1.3507,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",6/5/2017 9:00,89.541,0.0051,0.7368,0.7419,8.1719,222.6033,148.1163,40.7146,52.0016,2.5209,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",7/5/2017 9:00,89.6029,0.0051,0.7189,0.724,8.1509,223.6187,149.6918,40.7108,52.0075,4.0327,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",8/5/2017 9:00,89.776,0.0049,0.7035,0.7084,8.0217,222.4728,146.6865,40.6614,51.9873,2.3681,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",9/5/2017 9:00,90.0109,0.0048,0.6742,0.679,7.8312,221.755,146.2871,40.6079,51.9711,2.4891,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",10/5/2017 9:00,90.5361,0.0375,0.6482,0.6857,7.2351,223.3529,149.8166,40.4748,51.8839,2.5343,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",11/5/2017 9:00,90.6258,0.0795,0.6329,0.7124,7.1845,229.8021,145.2323,40.4189,51.8337,3.2469,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",12/5/2017 9:00,90.6419,0.0629,0.6422,0.705,7.2069,220.9524,130.0286,40.3983,51.8297,1.7921,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",13/05/17 09:00:00,90.2494,0.0076,0.6692,0.6768,7.4851,221.5417,130.4781,40.5652,51.9476,1.8921,
S-VCBGN070-TR04,CRE 15 Zacate Colorado,"Pto. de Calidad Ducto 18"" T.R.",14/05/17 09:00:00,90.2029,0.0068,0.67,0.6768,7.5692,221.4462,123.9997,40.5683,51.9496,1.8557,
